Month,ObsTime,Date,StnPres,StnPresMax,StnPresMin,Temperature,T Max,T Min,RH,RHMin,WS,WD,WSGust,WDGust,Precp
2024/08,23,2024/08/23,996.9,999.1,996.2,30.7,34.3,28.1,68,51,1.6,179,7.6,218,0
2024/08,24,2024/08/24,998.1,1001.2,996.8,29.8,33.9,27.5,72,57,1.4,137,11,161,0
2024/08,25,2024/08/25,999.4,1002.4,996.8,29.7,34.7,26.4,72,54,1.3,189,7,300,6
2024/08,26,2024/08/26,1000.9,1003.2,999.1,29.5,33.1,26.1,74,54,1.5,309,7.9,7,0
2024/08,27,2024/08/27,1001.1,1002.7,999.1,30,33.1,27.4,73,54,1.5,319,6.7,282,0
2024/08,28,2024/08/28,1000.3,1002.7,998,30,33.8,27.4,76,55,1.4,317,6.4,323,0
2024/08,29,2024/08/29,1000,1001.5,998.6,30.2,34.6,27.4,74,46,1.6,96,6.9,334,0
2024/08,30,2024/08/30,1000.1,1002.7,999.1,29.7,32.4,28,74,63,1.4,198,6.5,47,0
2024/08,31,2024/08/31,,,,,,,,,,,,,0
2024/09,1,2024/09/01,,,,,,,,,,,,,
2024/09,2,2024/09/02,,,,,,,,,,,,,
2024/09,3,2024/09/03,996.4,999.1,994.5,29.8,33.1,26.5,72,60,1.5,303,7.5,2,2
2024/09,4,2024/09/04,997.7,1000.3,996.8,29.1,32.3,25.8,72,57,1.6,298,8.2,303,0
2024/09,5,2024/09/05,999,1003.5,996.8,29.9,34.4,26.6,74,55,1.4,301,6.7,216,15
2024/09,6,2024/09/06,1001.5,1005,1000.3,30.3,33.9,26.4,69,53,1.2,73,8,316,0
2024/09,7,2024/09/07,1000.7,1003.8,999.1,30.4,33.6,27.7,71,56,1.5,316,6.9,346,0
2024/09,8,2024/09/08,999.8,1001.5,996.8,30,32.7,26.5,78,64,1.6,308,7.5,352,27
2024/09,9,2024/09/09,998.6,1002.7,995.3,30.7,35.5,28.5,73,53,1.3,200,7.3,343,0
2024/09,10,2024/09/10,997.4,1000.9,995.6,30.5,34,28.1,75,58,1.4,295,6.7,5,0
2024/09,11,2024/09/11,990,996.8,986.3,30.7,33.5,28.5,74,63,1.2,311,6.4,213,0
2024/09,12,2024/09/12,988.3,996.8,983.9,28.1,30.8,25.4,87,70,1.5,332,10.1,9,21
2024/09,13,2024/09/13,997.6,1003.8,994.5,29.5,32.7,26.4,75,61,1.5,164,7.3,150,6
2024/09,14,2024/09/14,1001.7,1005,999.1,30.9,34.8,27.5,70,55,1.4,206,7.2,331,0
2024/09,15,2024/09/15,1000.9,1003.8,999.1,29.8,35.3,26.7,73,48,1.4,307,7.4,306,0
2024/09,16,2024/09/16,999.6,1003.8,996.8,29,34.5,26.1,77,55,1.2,293,7.4,296,8
2024/09,17,2024/09/17,999.7,1003.8,999.1,29.6,33,26.5,75,56,1.4,320,7.5,350,0
2024/09,18,2024/09/18,,1006.2,1001.5,30.4,33.4,28.5,74,54,1.5,300,7.3,323,0
2024/09,19,2024/09/19,,1005,1001.5,30.3,33.3,27.9,73,56,1.4,184,6.1,293,0
2024/09,20,2024/09/20,,1005,999.1,30.6,35.1,28.1,69,51,1.3,299,6.3,294,0
2024/09,21,2024/09/21,,1003.8,996.8,30.4,33,28.1,70,58,1.3,298,7.1,152,0
2024/09,22,2024/09/22,,1003.2,996.1,29.7,32.5,29.2,68,58,1.6,328,7.8,315,0
2024/09,23,2024/09/23,,1003.2,998.5,29.9,33.3,27.1,70,55,1.5,296,7.3,294,0
2024/09,24,2024/09/24,,1003.2,998.5,30.2,34.2,27.1,70,54,1.3,285,7.2,102,2
2024/09,25,2024/09/25,,1002,997.3,30.2,34.2,27.5,68,53,1.8,302,7.1,360,0
2024/09,26,2024/09/26,,1000.8,996.1,29.5,33.2,27.2,72,49,1.6,314,9.3,354,0
2024/09,27,2024/09/27,,1000.8,993.8,29,32.9,26.6,76,56,1.5,306,6.6,329,0
2024/09,28,2024/09/28,,998.5,992.6,28.9,32.4,26.2,74,60,1.7,318,7.7,352,0
2024/09,29,2024/09/29,994,994.8,992.5,29.3,32.9,28.4,72,57,1.4,315,7.5,360,0
2024/09,30,2024/09/30,994.9,996.8,993.4,29.5,32.7,27,74,57,1.3,302,5.4,354,0
2024/10,1,2024/10/01,996.4,998.1,994.7,29.6,33.3,27.5,72,52,1.6,161,6.7,330,0
2024/10,2,2024/10/02,998.1,999.8,996.5,29.5,33.3,26.7,74,54,1.4,323,8.6,338,0
2024/10,3,2024/10/03,999,1000.4,997.9,30,33.3,27.5,71,53,1.4,304,7.7,310,0
2024/10,4,2024/10/04,999,1000.7,997.8,30.1,34.2,27.3,69,53,1.3,119,6.7,308,0
2024/10,5,2024/10/05,997,999,995.7,29.9,33.8,26.8,69,50,1.2,291,5.9,283,0
2024/10,6,2024/10/06,994.8,997.2,992.7,30,34.7,26,64,46,1.2,299,6.1,336,0
2024/10,7,2024/10/07,994.4,995.7,993.1,29.9,33.6,27.4,69,52,1.3,309,6.4,334,0
2024/10,8,2024/10/08,994.9,996.6,993.4,30.4,33,28.2,70,59,1.4,206,7.1,301,0
2024/10,9,2024/10/09,995.2,996.3,993.7,30.3,33.4,27.6,72,57,1.1,307,6,331,0
2024/10,10,2024/10/10,993.4,995.7,991.3,30.3,35.4,27,66,51,1.2,280,5.9,351,0
2024/10,11,2024/10/11,985.2,991.5,981.2,29.1,32.7,27.2,71,57,3.1,20,14.5,38,0
2024/10,12,2024/10/12,985.8,990.9,980.8,28.9,32.7,26.5,80,62,1.2,224,8.1,2,1
2024/10,13,2024/10/13,994.3,996.9,990.7,28.1,31,26.2,83,64,0.9,341,4.8,150,6
2024/10,14,2024/10/14,996.4,998.4,994.4,27.6,30.1,25.9,86,70,0.9,44,4.5,67,1
2024/10,15,2024/10/15,996.1,997.5,994.7,28.8,32,26,80,66,1.1,295,5.6,292,0
2024/10,16,2024/10/16,999.1,1002.2,996.9,28.5,32.1,24.9,75,59,1.8,277,12,349,0
2024/10,17,2024/10/17,1002.3,1003.9,1001,23.8,26.8,21.3,68,58,3,331,12.8,2,0
2024/10,18,2024/10/18,1003,1004.7,1001.3,23.8,28.4,21,70,55,2.2,331,7.4,328,0
2024/10,19,2024/10/19,1003.5,1005,1001.6,24.7,29.5,21.3,73,55,2,322,8.1,360,0
2024/10,20,2024/10/20,1002.2,1004.1,1000.7,25.4,30.1,22.2,78,59,1.5,317,6.4,353,0
2024/10,21,2024/10/21,1000.8,1002.2,999.5,24.2,26.8,21.3,82,71,2.2,327,11.5,29,0
2024/10,22,2024/10/22,1002.7,1004.2,1000.6,21.5,23,20.4,83,76,2.2,1,10.3,26,0
2024/10,23,2024/10/23,1003.2,1004.5,1001.6,23.6,29.8,20.3,78,58,1.6,306,5.7,317,0
2024/10,24,2024/10/24,1002.8,1004.7,1000.9,22.4,24.8,21.2,87,77,2.1,318,10.3,354,0
2024/10,25,2024/10/25,1001,1002.9,999.4,23.7,28,21.2,79,62,2.2,323,10.2,343,0
2024/10,26,2024/10/26,1001,1002.6,999.4,25.9,31.2,22.2,73,51,1.4,326,6.3,360,0
2024/10,27,2024/10/27,1002.2,1003.8,1000.6,24.8,30.7,21.9,73,46,1.9,345,9.2,343,0
2024/10,28,2024/10/28,1003.2,1004.8,1001.9,24.3,28.8,21.5,68,50,2.1,321,8.7,340,0
2024/10,29,2024/10/29,1003.8,1005.7,1002.3,23.3,27.9,20.6,68,54,2.1,325,8.8,354,0
2024/10,30,2024/10/30,1004.5,1006,1003.2,23.6,27.7,21.6,72,59,2,320,8.3,347,0
2024/10,31,2024/10/31,1004.2,1005.3,1002.5,23.9,28.8,20.7,77,58,2,323,8.8,328,0
2024/11,1,2024/11/01,1004,1005.7,1002.3,24.7,29.3,21.9,75,59,1.6,15,7.6,308,0
2024/11,2,2024/11/02,1003.5,1005.7,1001.6,24,28.6,21,73,61,1.9,322,7.5,316,0
2024/11,3,2024/11/03,1002,1003.8,1000.1,25.2,28.9,22.5,75,63,1.2,309,5.7,321,0
2024/11,4,2024/11/04,1001.3,1003.1,1000.3,26.1,30.6,23.4,77,54,1.1,209,6,310,0
2024/11,5,2024/11/05,998.9,1001.3,996.9,26.9,31,23.3,72,54,1.1,308,6.5,288,0
2024/11,6,2024/11/06,996.9,997.9,995.6,26.6,31.6,24,76,51,1.4,302,8.1,331,0
2024/11,7,2024/11/07,998.2,999.7,996.9,25.6,31,22,79,49,1.6,317,6.4,354,0
2024/11,8,2024/11/08,1000.7,1003.2,998.5,22,25.6,17.1,80,63,2.2,331,10.9,17,0
2024/11,9,2024/11/09,1003.2,1005.3,1001.6,18.5,22.9,16.6,66,55,2.4,329,9.2,354,0
2024/11,10,2024/11/10,1003.5,1005.3,1001.9,18.4,22,15.8,59,42,1.7,337,8.9,3,0
2024/11,11,2024/11/11,1002.9,1005.1,1000.4,19.9,26.2,15.1,52,32,1.6,321,8.2,315,0
2024/11,12,2024/11/12,1003.6,1006.7,1002,20.5,25.1,17.8,70,48,1.4,318,7.2,5,0
2024/11,13,2024/11/13,1003.6,1005.8,1001.6,19.9,23.7,17.3,83,66,1.8,293,8.4,360,0
2024/11,14,2024/11/14,1002.7,1004.7,1000.4,20.1,24.6,17.5,75,56,2.3,317,9.2,77,0
2024/11,15,2024/11/15,1002,1003.9,1000.4,23.1,28,18.1,69,50,1,312,5.3,4,0
2024/11,16,2024/11/16,1002.6,1003.9,1001.1,23.5,28.9,20.2,79,49,1.3,331,7.6,354,0
2024/11,17,2024/11/17,1001.8,1003.5,1000.3,24,29.4,21,81,54,1.3,73,5.8,336,0
2024/11,18,2024/11/18,999.3,1002.5,996.8,22,25.1,20,87,69,2.2,5,9,324,1
2024/11,19,2024/11/19,997.2,998.8,995.1,23.2,27.4,20.5,82,66,1.8,316,9.4,17,0
2024/11,20,2024/11/20,998.4,1000.4,996.9,24.1,29,20.4,77,49,1.2,315,6.2,2,0
2024/11,21,2024/11/21,999.7,1001,998.2,24.4,29.1,22.1,82,60,1.1,315,5.2,17,0
2024/11,22,2024/11/22,1001,1003.6,998.7,20.3,23.9,16.4,82,70,2.4,360,12.8,3,0
2024/11,23,2024/11/23,1004.6,1006.4,1002.2,16.3,18.6,15.2,80,72,2.3,342,9.6,13,0
2024/11,24,2024/11/24,1004.5,1006.4,1002.5,18.8,23.9,15.9,75,57,1.8,339,6.5,353,0
2024/11,25,2024/11/25,1002.9,1004.5,1001.6,20,23.2,17.5,84,71,1.5,340,6.3,337,0
2024/11,26,2024/11/26,1003.3,1005,1001.9,19.6,21.8,18.1,89,79,2.1,345,8.5,54,3
2024/11,27,2024/11/27,1003.6,1004.7,1002.5,21,25.6,17.8,75,58,1.3,16,7,345,0
2024/11,28,2024/11/28,1003.8,1006,1002.3,23,25.9,20.3,79,68,0.7,329,3.6,313,0
2024/11,29,2024/11/29,1001,1002.8,999.1,23.9,28.9,20.8,81,50,0.9,219,5.1,300,0
2024/11,30,2024/11/30,1001.9,1003.8,999.8,21.9,25,17.4,80,55,2.7,335,13.8,63,0
2024/12,1,2024/12/01,1004.2,1006,1001.7,16.6,20.7,14.1,59,44,2.8,11,13.9,354,0
2024/12,2,2024/12/02,1004.9,1006.9,1002.5,16.8,20.8,14.9,69,56,2.1,340,11.2,355,0
2024/12,3,2024/12/03,1005.5,1007,1003.1,16.7,21.7,13.5,58,38,2.2,326,9.9,355,0
2024/12,4,2024/12/04,1006,1007.4,1004.2,17.3,23.4,12.5,53,34,1.5,330,7.2,341,0
2024/12,5,2024/12/05,1005.4,1007.4,1003.5,18.9,25.2,14.4,70,37,1.5,321,7.2,339,0
2024/12,6,2024/12/06,1003.5,1004.7,1001.9,19.6,23.9,16.7,81,65,2.1,339,11,6,0
2024/12,7,2024/12/07,1004.9,1006.7,1003.6,19.5,24.3,16.6,74,54,1.8,329,7.8,346,0
2024/12,8,2024/12/08,1006.6,1008.3,1005.1,19.7,26.6,16.1,67,46,1.4,332,8.4,317,0
2024/12,9,2024/12/09,1006.4,1008.3,1005.1,20.8,25.2,17.7,75,52,1,329,7.5,332,0
2024/12,10,2024/12/10,1005,1006.4,1003.2,21.8,27.9,16.9,72,42,0.9,331,4.7,305,0
2024/12,11,2024/12/11,1006.1,1007.7,1004.2,20.9,25,18.7,82,66,1.7,328,7.3,314,0
2024/12,12,2024/12/12,1005.7,1007.4,1003.9,19.9,24.5,18.1,81,60,2.3,344,10.1,350,0
2024/12,13,2024/12/13,1004.9,1007,1002.9,19.3,23.6,17.1,77,59,2.2,340,10.2,167,0
2024/12,14,2024/12/14,1003.5,1005.7,1001.4,20.5,26.8,16.6,80,54,1.3,319,8.9,333,0
2024/12,15,2024/12/15,1002.6,1004.7,1000,21.6,27.3,18.1,85,55,1,313,6,354,0
2024/12,16,2024/12/16,1002.3,1003.6,1000.3,22.3,26.2,19.1,81,55,1.3,302,7,346,0
2024/12,17,2024/12/17,1003.6,1006.3,1001.6,18.9,22.2,15.1,78,68,2.7,352,14.6,7,0
2024/12,18,2024/12/18,1006.7,1008.5,1005,16.1,19.7,14.1,66,54,2.3,343,9.5,4,0
2024/12,19,2024/12/19,1006.5,1008.5,1004.7,18.3,23.9,15.4,61,44,1.7,330,7.1,34,0
2024/12,20,2024/12/20,1004.9,1006.7,1002.8,18.9,21.9,16.6,70,58,1.3,301,6.9,2,0
2024/12,21,2024/12/21,1000.2,1002.9,997.3,18.4,20.3,17.4,93,78,1.6,318,8.4,6,16
2024/12,22,2024/12/22,1000.3,1001.6,998.8,18.2,19.9,17.4,92,87,2.2,336,10.4,352,3
2024/12,23,2024/12/23,1001.4,1003.1,1000.3,19.4,22.7,17.3,91,79,1.8,345,6.6,349,1
2024/12,24,2024/12/24,1002.1,1003.9,1000.9,19.8,22.4,18.5,90,76,1.6,306,8.3,338,0
2024/12,25,2024/12/25,1005.5,1008.2,1002.6,17.9,20.9,15.5,77,69,2.6,339,9.8,327,0
2024/12,26,2024/12/26,1009.3,1011.3,1007.2,15.4,18.7,14.2,77,66,2.7,340,10.2,40,0
2024/12,27,2024/12/27,1010.9,1012.6,1009.2,13.5,14.6,12.4,91,78,2.3,341,8.5,347,1
2024/12,28,2024/12/28,1009,1011.4,1006.9,16.9,21.9,13.3,86,65,1.9,330,8,351,0
2024/12,29,2024/12/29,1008.6,1009.9,1007,18.1,22.9,15.1,85,60,1.6,345,8,335,0
2024/12,30,2024/12/30,1009.1,1010.7,1007.2,16.8,20.3,13.7,78,59,2.2,322,7.8,344,0
2024/12,31,2024/12/31,1009.8,1011.3,1007.6,16.1,20.8,13.6,74,58,1.9,345,8.4,350,0
2024/01,1,2024/01/01,1009.6,1011.8,1007.6,17.6,23.9,14.1,78,40,1.7,313,8.2,360,0
2024/01,2,2024/01/02,1007.4,1009.2,1005.1,17.8,23.2,14.6,78,57,2,341,7.7,13,0
2024/01,3,2024/01/03,1006.4,1008.2,1004.4,18.1,23.5,15,82,56,1.9,319,7.2,341,0
2024/01,4,2024/01/04,1005,1007,1002.8,18.7,24.1,15.3,85,58,1.4,40,6.8,11,0
2024/01,5,2024/01/05,1003.4,1005.1,1001.4,19.3,22.7,16.7,85,68,1.2,317,6.6,317,0
2024/01,6,2024/01/06,1004.2,1007.4,1001.7,17.7,20.7,14.6,84,64,2.4,345,12,49,6
2024/01,7,2024/01/07,1006.3,1008.5,1004.2,16.4,19.8,14.4,83,66,2.2,337,9.6,343,2
2024/01,8,2024/01/08,1004.5,1006.6,1002.3,16.8,22.1,14.1,82,60,2,343,8.1,355,1
2024/01,9,2024/01/09,1002.7,1004.1,1000.7,17.4,21.9,14.6,84,65,1.9,340,8.2,326,0
2024/01,10,2024/01/10,1001.9,1003.6,999.5,18,22.9,15.5,86,63,1.8,317,6.7,354,0
2024/01,11,2024/01/11,1003.9,1005.7,1001.6,14.6,17.7,11.9,80,65,2.8,344,13.5,1,0
2024/01,12,2024/01/12,1005.8,1007.9,1003.8,14.2,18.9,11.8,76,57,1.2,321,5.3,334,0
2024/01,13,2024/01/13,1006.5,1008.9,1004.4,14.7,18.9,12,74,62,2.1,339,11.4,360,0
2024/01,14,2024/01/14,1006,1008,1003.1,15.1,21.2,10.9,70,50,1.7,328,6.8,360,0
2024/01,15,2024/01/15,1006.3,1008.3,1004.2,17.5,22.2,15.4,78,57,1.7,300,8.5,326,0
2024/01,16,2024/01/16,1006,1007.7,1003.5,18.6,24.6,15.2,83,50,1.6,341,7.5,346,0
2024/01,17,2024/01/17,1005.3,1006.9,1003.6,17.3,20.3,15.7,92,77,2.3,319,8.1,349,2
2024/01,18,2024/01/18,1004.3,1006.3,1002,17.2,20.1,15.7,88,77,2.1,340,10,351,0
2024/01,19,2024/01/19,1002.7,1004.5,1000.4,17.8,22.6,15.6,85,66,2,335,7.6,328,0
2024/01,20,2024/01/20,1002.1,1003.9,1000.4,18.9,25.1,14.8,78,53,1.4,325,5.2,317,0
2024/01,21,2024/01/21,1003,1006.3,1001.6,17.9,19.7,16.5,93,86,1.5,319,6.4,327,8
2024/01,22,2024/01/22,1000.2,1002.9,997.9,18.1,20.3,17.1,93,80,1.3,13,8.4,342,11
2024/01,23,2024/01/23,998.4,999.7,997.2,19.4,25.2,17.7,92,70,1,34,5.6,350,0
2024/01,24,2024/01/24,1000,1001.7,998.8,18,20,16.9,95,89,2,318,9.3,348,0
2024/01,25,2024/01/25,1001.9,1003.8,1000.1,18.9,25,16.6,87,60,1.7,330,8.1,316,0
2024/01,26,2024/01/26,1002.9,1004.8,1001.1,19.7,25.6,17.1,88,62,1.9,322,7.6,354,0
2024/01,27,2024/01/27,1002.6,1003.9,1000.6,20.4,26.1,18.5,88,58,1.9,330,8.8,339,0
2024/01,28,2024/01/28,1001.5,1003.3,999.5,18.9,21.3,17.4,91,80,2,327,7,349,0
2024/01,29,2024/01/29,998.6,1001.7,996,16.8,18.4,16,93,88,2,331,7.9,339,5
2024/01,30,2024/01/30,1002,1005,998.1,14,16.4,11.5,90,76,2.8,336,14.2,350,0
2024/01,31,2024/01/31,1004.2,1005.5,1001.6,15.4,21.7,11.4,76,56,1.5,24,7.2,337,0
2024/02,1,2024/02/01,1004.4,1005.7,1003.1,16.4,19.4,14.7,91,70,1.5,343,6,34,2
2024/02,2,2024/02/02,1004.4,1005.8,1002.9,16.8,19.8,15.3,94,87,2,338,8.3,7,1
2024/02,3,2024/02/03,1002.9,1004.2,1001.3,16,17.9,14.8,94,89,1.9,308,8.1,8,4
2024/02,4,2024/02/04,1004.8,1006.7,1003.2,15.5,19.7,13.6,89,74,2.6,351,11.3,1,0
2024/02,5,2024/02/05,1007.7,1009.2,1005.8,14.7,18.3,12.8,83,68,2.1,333,8.7,348,0
2024/02,6,2024/02/06,1007.4,1010.2,1004.8,15.3,20.2,12.2,84,63,1.9,339,11.3,1,0
2024/02,7,2024/02/07,1003.4,1005.8,999.1,16.8,23.8,13.2,83,48,1.3,19,10.5,12,1
2024/02,8,2024/02/08,1003.9,1006,1002.2,16.2,19.3,14.9,87,69,2.1,318,9.9,14,1
2024/02,9,2024/02/09,1004.5,1007.2,1002.3,17.6,23.4,15,87,65,1.5,333,7.7,348,0
2024/02,10,2024/02/10,1003.4,1006,1001,17.6,21.2,15.8,91,73,2.1,320,8.6,330,0
2024/02,11,2024/02/11,1003,1005.1,1001.6,17.5,21.3,15.6,93,76,1.9,331,8.1,351,0
2024/02,12,2024/02/12,1001.4,1003.9,999.7,17.8,20.6,16.4,93,80,2.1,321,10.1,10,0
2024/02,13,2024/02/13,999.6,1001.7,997.8,17.8,22.6,14.8,90,71,1.9,332,7.8,326,11
2024/02,14,2024/02/14,1001.8,1004.5,1000,14.8,17,13.4,91,77,2.2,338,9.8,7,7
2024/02,15,2024/02/15,1002.6,1004.7,1001.1,16.4,20.7,14,85,63,1.7,328,9.4,3,0
2024/02,16,2024/02/16,1001.5,1003.8,999,17.5,22.1,15.2,84,68,2.3,320,7.6,349,0
2024/02,17,2024/02/17,1000.7,1002.6,998.5,17.1,20.6,14.5,90,72,2,323,8.5,353,0
2024/02,18,2024/02/18,1001.2,1002.8,999.4,17.2,22.1,15.1,91,71,2.1,344,8.7,343,1
2024/02,19,2024/02/19,1001.4,1003.2,999.5,15.6,19.2,12.1,95,87,2.5,333,12.7,355,7
2024/02,20,2024/02/20,1004.6,1007,1002,10.7,12.2,9.8,94,91,2.7,339,15,345,19
2024/02,21,2024/02/21,1006.2,1007.6,1004.8,12.5,14.5,10.1,96,91,1.4,315,6.6,360,12
2024/02,22,2024/02/22,1005.3,1007,1003.3,15.3,17.3,14.3,95,92,1.6,335,7.7,13,14
2024/02,23,2024/02/23,1006.8,1008.8,1005,13.4,15.4,12.5,94,90,2.6,355,12.9,353,24
2024/02,24,2024/02/24,1008.8,1010.2,1007.4,14.7,18.3,12.4,82,67,2.3,338,9,336,0
2024/02,25,2024/02/25,1008.6,1010.8,1006.7,16.7,21.2,13.2,85,64,1.8,331,8.5,342,0
2024/02,26,2024/02/26,1006.9,1009.6,1004.8,18.4,22.2,15.4,86,70,1.5,337,7.4,336,0
2024/02,27,2024/02/27,1005.2,1007.6,1003.1,20.2,25.6,15.4,70,41,1.6,326,7,348,0
2024/02,28,2024/02/28,1004.7,1007.4,1002.8,21.8,26.9,16.6,65,38,1.2,300,5.6,291,0
2024/03,1,2024/03/01,1003.4,1005.5,1001.4,23.1,28.2,19.1,71,52,1.1,310,6.3,2,0
2024/03,2,2024/03/02,1003.1,1005.4,1001.1,21.4,25.9,18.7,83,63,1.9,325,9.3,2,0
2024/03,3,2024/03/03,1002.5,1005.1,1000.4,21.2,28.5,17.9,82,50,1.4,295,6.4,3,0
2024/03,4,2024/03/04,1000.4,1003.3,998.1,23.4,29.5,19.4,74,48,1.1,299,6,269,0
2024/03,5,2024/03/05,999.2,1001.2,997.7,21.9,26,19.4,78,61,1.7,318,7.3,347,0
2024/03,6,2024/03/06,1000.4,1002.4,998.1,21.6,27.6,18.6,78,55,1.6,321,6.1,334,0
2024/03,7,2024/03/07,1001.5,1004,998.6,15.4,20.3,11.3,91,73,2.5,349,11.8,5,4
2024/03,8,2024/03/08,1001.5,1003.1,999.7,16.3,23.5,11.1,67,38,1.9,348,10.2,332,0
2024/03,9,2024/03/09,1002.4,1004.7,1000.6,18.5,22.6,15.6,73,47,1.5,322,8.6,9,0
2024/03,10,2024/03/10,1001.7,1004,1000,20,25.3,15.7,70,42,1.3,333,6.8,298,0
2024/03,11,2024/03/11,999.7,1001.8,998.1,21.2,26.2,16.2,64,40,1.3,330,7.1,333,0
2024/03,12,2024/03/12,998.9,1000.3,997.8,22.8,28.8,17.1,64,39,1.1,333,4.9,292,0
2024/03,13,2024/03/13,998.7,1000.7,996.4,24.5,30.7,20.9,65,34,1.1,290,6.9,337,0
2024/03,14,2024/03/14,997.8,1000,996.2,24.6,28.9,21.8,63,46,1.2,320,5.4,354,0
2024/03,15,2024/03/15,996.3,997.7,994.9,23.3,29,20.6,75,48,1.6,309,7.7,335,0
2024/03,16,2024/03/16,997,998.6,995.6,23.1,28.7,19.5,84,57,1.1,206,7,284,0
2024/03,17,2024/03/17,995,997.7,992.5,24.1,28.6,22.1,79,51,1.2,313,6.5,352,2
2024/03,18,2024/03/18,993.9,995.9,992.7,23.8,26.6,21.6,79,58,1.5,341,8.9,11,0
2024/03,19,2024/03/19,995.8,998.3,994.6,22.7,29.1,18.5,78,52,1.4,339,7.9,350,0
2024/03,20,2024/03/20,998.8,1000.6,997.4,23.5,27.5,21.3,83,66,1.5,320,7,347,0
2024/03,21,2024/03/21,999.2,1001.3,996.9,24.1,29.4,20.7,85,57,1.5,327,5.8,268,1
2024/03,22,2024/03/22,999,1000.7,997.5,21,24.4,17.9,90,73,1.9,312,8.4,344,3
2024/03,23,2024/03/23,999.2,1001,997.1,16,19.5,14.4,94,91,2,327,8.7,1,26
2024/03,24,2024/03/24,1000.3,1002.5,998.8,17.9,20.9,14.6,94,89,1.1,312,5.2,301,6
2024/03,25,2024/03/25,997.3,999.4,995.5,24.2,29.2,19.4,82,64,0.7,202,5.9,291,0
2024/03,26,2024/03/26,997.6,999.7,996.2,25.7,27.2,24.6,85,72,1.1,154,5.5,163,10
2024/03,27,2024/03/27,999,1000.7,996.8,18.6,25,16,93,88,2.1,322,8.2,341,46
2024/03,28,2024/03/28,1002.1,1005,999.3,16,18.2,14.4,95,93,1.9,327,8.1,355,37
2024/03,29,2024/03/29,1002,1004.1,999.9,20.5,23.3,17.4,93,81,1.8,343,7.1,345,2
2024/03,30,2024/03/30,1001.7,1004,999.6,23.3,29.5,19.7,86,53,1.4,325,9.4,334,0
2024/03,31,2024/03/31,1002.1,1004.4,999.9,22.6,27.8,18.1,88,71,2.3,315,9.7,352,0
2024/04,1,2024/04/01,1004.4,1006.6,1002.5,17.8,21.9,15.1,76,65,2.8,339,12.5,351,0
2024/04,2,2024/04/02,1005.3,1007,1003.8,14.1,15.4,13.2,93,75,2.4,345,9.8,25,17
2024/04,3,2024/04/03,1005.3,1006.9,1003.5,15.2,18.7,13.1,85,69,1.9,336,8.7,341,7
2024/04,4,2024/04/04,1005.9,1007.2,1004.7,19.4,25.3,14.1,75,56,1.5,319,7.4,322,0
2024/04,5,2024/04/05,1004.7,1007.5,1001.9,21,26.6,17.8,81,36,1.6,305,7.8,352,0
2024/04,6,2024/04/06,1002.3,1004.6,1000.5,22.1,26,18.8,80,53,1.5,315,6.9,340,0
2024/04,7,2024/04/07,1000.7,1002.5,998.7,22.2,26,19.9,74,60,2,321,9.6,3,0
2024/04,8,2024/04/08,999.2,1000.7,997.8,24.3,27.9,20.3,68,49,0.9,307,5.6,294,0
2024/04,9,2024/04/09,998.5,999.9,996.6,24.4,27.7,21.1,72,58,1.3,306,7.8,340,0
2024/04,10,2024/04/10,997.9,999.4,996.4,26.2,30,22.4,64,39,1.3,339,7.3,334,0
2024/04,11,2024/04/11,996.6,998.7,994.9,26.3,29.9,23,68,52,1.4,308,7.3,295,0
2024/04,12,2024/04/12,994.9,996.8,993.1,26.8,30.4,23.6,65,45,1.4,315,7.7,10,0
2024/04,13,2024/04/13,993.1,994.7,991.2,26.5,31,23.2,70,52,1.3,303,7.4,305,0
2024/04,14,2024/04/14,993.9,996.1,992.3,25.1,29.4,21.2,74,56,1.8,336,8.6,1,0
2024/04,15,2024/04/15,996.8,999.1,994.9,21.4,25.9,19.1,74,62,2.5,347,10.5,360,0
2024/04,16,2024/04/16,998.5,1000.9,996.8,20.2,24.6,18,70,60,2.2,339,7.1,345,0
2024/04,17,2024/04/17,1001,1002.9,999.4,19.1,22.8,16.1,82,68,1.7,332,7,328,1
2024/04,18,2024/04/18,1001.6,1003.2,1000.3,21.1,25.6,17.9,81,64,1.9,327,6.6,323,0
2024/04,19,2024/04/19,1002,1003.2,1000.6,18.3,20.9,16.5,91,77,1.9,343,8.1,355,5
2024/04,20,2024/04/20,1000.4,1002.2,998.8,21.6,25.5,16.9,86,71,1.6,318,5.5,11,2
2024/04,21,2024/04/21,999.5,1001.2,997.8,24.8,29.5,19.9,76,58,1.3,309,5.6,291,0
2024/04,22,2024/04/22,998.9,1000.7,996.8,27.9,32,23.9,70,54,1.2,294,6.1,298,0
2024/04,23,2024/04/23,997.2,999.4,995.8,27.9,32,24.4,72,50,1.3,203,9.1,150,1
2024/04,24,2024/04/24,996.3,997.8,994.4,28.2,32.9,24.7,72,58,1.3,302,6.2,300,0
2024/04,25,2024/04/25,995.9,997.1,994.4,28.4,31.8,26.2,75,62,1.4,206,8,212,0
2024/04,26,2024/04/26,995.2,996.9,993.4,28.7,34.4,24.7,79,54,1.5,218,8.3,218,0
2024/04,27,2024/04/27,996.8,998.6,994.9,28.6,33.2,25.6,75,49,1.5,207,7.4,306,0
